"tab_code","表章項目","cat01_code","産業小分類","area_code","地域区分","time_code","時間軸","unit","value"
"704-2021","売場面積","I2","小売業計","15224","佐渡市","2021000000","2021年","m2","82911"
"704-2021","売場面積","I2","小売業計","15225","魚沼市","2021000000","2021年","m2","48051"
"704-2021","売場面積","I2","小売業計","15226","南魚沼市","2021000000","2021年","m2","73224"
"704-2021","売場面積","I2","小売業計","15227","胎内市","2021000000","2021年","m2","33322"
"704-2021","売場面積","I2","小売業計","1529A","新潟県郡部計","2021000000","2021年","m2","65548"
"704-2021","売場面積","I2","小売業計","16000","富山県","2021000000","2021年","m2","1463715"
"704-2021","売場面積","I2","小売業計","1619A","富山県市部計","2021000000","2021年","m2","1385448"
"704-2021","売場面積","I2","小売業計","16201","富山市","2021000000","2021年","m2","584799"
"704-2021","売場面積","I2","小売業計","16202","高岡市","2021000000","2021年","m2","294748"
"704-2021","売場面積","I2","小売業計","16204","魚津市","2021000000","2021年","m2","73107"
"704-2021","売場面積","I2","小売業計","16205","氷見市","2021000000","2021年","m2","46874"
"704-2021","売場面積","I2","小売業計","16206","滑川市","2021000000","2021年","m2","44264"
"704-2021","売場面積","I2","小売業計","16207","黒部市","2021000000","2021年","m2","46164"
"704-2021","売場面積","I2","小売業計","16208","砺波市","2021000000","2021年","m2","116231"
"704-2021","売場面積","I2","小売業計","16209","小矢部市","2021000000","2021年","m2","43301"
"704-2021","売場面積","I2","小売業計","16210","南砺市","2021000000","2021年","m2","37637"
"704-2021","売場面積","I2","小売業計","16211","射水市","2021000000","2021年","m2","98323"
"704-2021","売場面積","I2","小売業計","1629A","富山県郡部計","2021000000","2021年","m2","78267"
"704-2021","売場面積","I2","小売業計","17000","石川県","2021000000","2021年","m2","1635196"
"704-2021","売場面積","I2","小売業計","1719A","石川県市部計","2021000000","2021年","m2","1441019"
"704-2021","売場面積","I2","小売業計","17201","金沢市","2021000000","2021年","m2","611656"
"704-2021","売場面積","I2","小売業計","17202","七尾市","2021000000","2021年","m2","82408"
"704-2021","売場面積","I2","小売業計","17203","小松市","2021000000","2021年","m2","169131"
"704-2021","売場面積","I2","小売業計","17204","輪島市","2021000000","2021年","m2","28841"
"704-2021","売場面積","I2","小売業計","17205","珠洲市","2021000000","2021年","m2","16267"
"704-2021","売場面積","I2","小売業計","17206","加賀市","2021000000","2021年","m2","95789"
"704-2021","売場面積","I2","小売業計","17207","羽咋市","2021000000","2021年","m2","36914"
"704-2021","売場面積","I2","小売業計","17209","かほく市","2021000000","2021年","m2","57535"
"704-2021","売場面積","I2","小売業計","17210","白山市","2021000000","2021年","m2","150951"
"704-2021","売場面積","I2","小売業計","17211","能美市","2021000000","2021年","m2","30334"
"704-2021","売場面積","I2","小売業計","17212","野々市市","2021000000","2021年","m2","161193"
"704-2021","売場面積","I2","小売業計","1729A","石川県郡部計","2021000000","2021年","m2","194177"
"704-2021","売場面積","I2","小売業計","18000","福井県","2021000000","2021年","m2","1011696"
"704-2021","売場面積","I2","小売業計","1819A","福井県市部計","2021000000","2021年","m2","942629"
"704-2021","売場面積","I2","小売業計","18201","福井市","2021000000","2021年","m2","414168"
"704-2021","売場面積","I2","小売業計","18202","敦賀市","2021000000","2021年","m2","72803"
"704-2021","売場面積","I2","小売業計","18204","小浜市","2021000000","2021年","m2","46348"
"704-2021","売場面積","I2","小売業計","18205","大野市","2021000000","2021年","m2","39416"
"704-2021","売場面積","I2","小売業計","18206","勝山市","2021000000","2021年","m2","24062"
"704-2021","売場面積","I2","小売業計","18207","鯖江市","2021000000","2021年","m2","89169"
"704-2021","売場面積","I2","小売業計","18208","あわら市","2021000000","2021年","m2","19959"
"704-2021","売場面積","I2","小売業計","18209","越前市","2021000000","2021年","m2","132999"
"704-2021","売場面積","I2","小売業計","18210","坂井市","2021000000","2021年","m2","103705"
"704-2021","売場面積","I2","小売業計","1829A","福井県郡部計","2021000000","2021年","m2","69067"
"704-2021","売場面積","I2","小売業計","19000","山梨県","2021000000","2021年","m2","1032179"
"704-2021","売場面積","I2","小売業計","1919A","山梨県市部計","2021000000","2021年","m2","839581"
"704-2021","売場面積","I2","小売業計","19201","甲府市","2021000000","2021年","m2","248092"
"704-2021","売場面積","I2","小売業計","19202","富士吉田市","2021000000","2021年","m2","70910"
"704-2021","売場面積","I2","小売業計","19204","都留市","2021000000","2021年","m2","38365"
"704-2021","売場面積","I2","小売業計","19205","山梨市","2021000000","2021年","m2","36456"
"704-2021","売場面積","I2","小売業計","19206","大月市","2021000000","2021年","m2","9034"
"704-2021","売場面積","I2","小売業計","19207","韮崎市","2021000000","2021年","m2","40517"
"704-2021","売場面積","I2","小売業計","19208","南アルプス市","2021000000","2021年","m2","84542"
"704-2021","売場面積","I2","小売業計","19209","北杜市","2021000000","2021年","m2","35501"
"704-2021","売場面積","I2","小売業計","19210","甲斐市","2021000000","2021年","m2","100742"
"704-2021","売場面積","I2","小売業計","19211","笛吹市","2021000000","2021年","m2","70896"
"704-2021","売場面積","I2","小売業計","19212","上野原市","2021000000","2021年","m2","17184"
"704-2021","売場面積","I2","小売業計","19213","甲州市","2021000000","2021年","m2","35325"
"704-2021","売場面積","I2","小売業計","19214","中央市","2021000000","2021年","m2","52017"
"704-2021","売場面積","I2","小売業計","1929A","山梨県郡部計","2021000000","2021年","m2","192598"
"704-2021","売場面積","I2","小売業計","20000","長野県","2021000000","2021年","m2","2650328"
"704-2021","売場面積","I2","小売業計","2019A","長野県市部計","2021000000","2021年","m2","2256882"
"704-2021","売場面積","I2","小売業計","20201","長野市","2021000000","2021年","m2","437637"
"704-2021","売場面積","I2","小売業計","20202","松本市","2021000000","2021年","m2","328386"
"704-2021","売場面積","I2","小売業計","20203","上田市","2021000000","2021年","m2","236444"
"704-2021","売場面積","I2","小売業計","20204","岡谷市","2021000000","2021年","m2","69864"
"704-2021","売場面積","I2","小売業計","20205","飯田市","2021000000","2021年","m2","136205"
"704-2021","売場面積","I2","小売業計","20206","諏訪市","2021000000","2021年","m2","77015"
"704-2021","売場面積","I2","小売業計","20207","須坂市","2021000000","2021年","m2","50786"
"704-2021","売場面積","I2","小売業計","20208","小諸市","2021000000","2021年","m2","52089"
"704-2021","売場面積","I2","小売業計","20209","伊那市","2021000000","2021年","m2","104237"
"704-2021","売場面積","I2","小売業計","20210","駒ヶ根市","2021000000","2021年","m2","60104"
"704-2021","売場面積","I2","小売業計","20211","中野市","2021000000","2021年","m2","83618"
"704-2021","売場面積","I2","小売業計","20212","大町市","2021000000","2021年","m2","39509"
"704-2021","売場面積","I2","小売業計","20213","飯山市","2021000000","2021年","m2","45522"
"704-2021","売場面積","I2","小売業計","20214","茅野市","2021000000","2021年","m2","69039"
"704-2021","売場面積","I2","小売業計","20215","塩尻市","2021000000","2021年","m2","83056"
"704-2021","売場面積","I2","小売業計","20217","佐久市","2021000000","2021年","m2","144073"
"704-2021","売場面積","I2","小売業計","20218","千曲市","2021000000","2021年","m2","76102"
"704-2021","売場面積","I2","小売業計","20219","東御市","2021000000","2021年","m2","31603"
"704-2021","売場面積","I2","小売業計","20220","安曇野市","2021000000","2021年","m2","131593"
"704-2021","売場面積","I2","小売業計","2029A","長野県郡部計","2021000000","2021年","m2","393446"
"704-2021","売場面積","I2","小売業計","21000","岐阜県","2021000000","2021年","m2","2625754"
"704-2021","売場面積","I2","小売業計","2119A","岐阜県市部計","2021000000","2021年","m2","2288684"
"704-2021","売場面積","I2","小売業計","21201","岐阜市","2021000000","2021年","m2","495999"
"704-2021","売場面積","I2","小売業計","21202","大垣市","2021000000","2021年","m2","218271"
"704-2021","売場面積","I2","小売業計","21203","高山市","2021000000","2021年","m2","138993"
"704-2021","売場面積","I2","小売業計","21204","多治見市","2021000000","2021年","m2","119015"
"704-2021","売場面積","I2","小売業計","21205","関市","2021000000","2021年","m2","118621"
"704-2021","売場面積","I2","小売業計","21206","中津川市","2021000000","2021年","m2","95484"
"704-2021","売場面積","I2","小売業計","21207","美濃市","2021000000","2021年","m2","29053"
"704-2021","売場面積","I2","小売業計","21208","瑞浪市","2021000000","2021年","m2","58341"
"704-2021","売場面積","I2","小売業計","21209","羽島市","2021000000","2021年","m2","66894"
"704-2021","売場面積","I2","小売業計","21210","恵那市","2021000000","2021年","m2","70646"
"704-2021","売場面積","I2","小売業計","21211","美濃加茂市","2021000000","2021年","m2","70281"
"704-2021","売場面積","I2","小売業計","21212","土岐市","2021000000","2021年","m2","72464"
"704-2021","売場面積","I2","小売業計","21213","各務原市","2021000000","2021年","m2","227903"
"704-2021","売場面積","I2","小売業計","21214","可児市","2021000000","2021年","m2","177681"
"704-2021","売場面積","I2","小売業計","21215","山県市","2021000000","2021年","m2","31409"
"704-2021","売場面積","I2","小売業計","21216","瑞穂市","2021000000","2021年","m2","72579"
"704-2021","売場面積","I2","小売業計","21217","飛騨市","2021000000","2021年","m2","16615"
"704-2021","売場面積","I2","小売業計","21218","本巣市","2021000000","2021年","m2","94632"
"704-2021","売場面積","I2","小売業計","21219","郡上市","2021000000","2021年","m2","40432"
"704-2021","売場面積","I2","小売業計","21220","下呂市","2021000000","2021年","m2","36979"
"704-2021","売場面積","I2","小売業計","21221","海津市","2021000000","2021年","m2","36392"
"704-2021","売場面積","I2","小売業計","2129A","岐阜県郡部計","2021000000","2021年","m2","337070"
"704-2021","売場面積","I2","小売業計","22000","静岡県","2021000000","2021年","m2","4218413"
"704-2021","売場面積","I2","小売業計","22100","静岡市","2021000000","2021年","m2","789026"
"704-2021","売場面積","I2","小売業計","22101","静岡市葵区","2021000000","2021年","m2","306486"
"704-2021","売場面積","I2","小売業計","22102","静岡市駿河区","2021000000","2021年","m2","245951"
"704-2021","売場面積","I2","小売業計","22103","静岡市清水区","2021000000","2021年","m2","236589"
"704-2021","売場面積","I2","小売業計","22130","浜松市","2021000000","2021年","m2","991901"
"704-2021","売場面積","I2","小売業計","22131","浜松市中区","2021000000","2021年","m2","277947"
"704-2021","売場面積","I2","小売業計","22132","浜松市東区","2021000000","2021年","m2","217787"
"704-2021","売場面積","I2","小売業計","22133","浜松市西区","2021000000","2021年","m2","149331"
"704-2021","売場面積","I2","小売業計","22134","浜松市南区","2021000000","2021年","m2","72839"
"704-2021","売場面積","I2","小売業計","22135","浜松市北区","2021000000","2021年","m2","86783"
"704-2021","売場面積","I2","小売業計","22136","浜松市浜北区","2021000000","2021年","m2","176374"
"704-2021","売場面積","I2","小売業計","22137","浜松市天竜区","2021000000","2021年","m2","10840"
"704-2021","売場面積","I2","小売業計","2219A","静岡県市部計","2021000000","2021年","m2","2186579"
"704-2021","売場面積","I2","小売業計","22203","沼津市","2021000000","2021年","m2","258221"
"704-2021","売場面積","I2","小売業計","22205","熱海市","2021000000","2021年","m2","21981"
"704-2021","売場面積","I2","小売業計","22206","三島市","2021000000","2021年","m2","72130"
"704-2021","売場面積","I2","小売業計","22207","富士宮市","2021000000","2021年","m2","139278"
"704-2021","売場面積","I2","小売業計","22208","伊東市","2021000000","2021年","m2","90273"
"704-2021","売場面積","I2","小売業計","22209","島田市","2021000000","2021年","m2","114523"
"704-2021","売場面積","I2","小売業計","22210","富士市","2021000000","2021年","m2","270661"
"704-2021","売場面積","I2","小売業計","22211","磐田市","2021000000","2021年","m2","188458"
"704-2021","売場面積","I2","小売業計","22212","焼津市","2021000000","2021年","m2","139802"
"704-2021","売場面積","I2","小売業計","22213","掛川市","2021000000","2021年","m2","141623"
"704-2021","売場面積","I2","小売業計","22214","藤枝市","2021000000","2021年","m2","173643"
"704-2021","売場面積","I2","小売業計","22215","御殿場市","2021000000","2021年","m2","127671"
"704-2021","売場面積","I2","小売業計","22216","袋井市","2021000000","2021年","m2","111306"
"704-2021","売場面積","I2","小売業計","22219","下田市","2021000000","2021年","m2","21459"
"704-2021","売場面積","I2","小売業計","22220","裾野市","2021000000","2021年","m2","38425"
"704-2021","売場面積","I2","小売業計","22221","湖西市","2021000000","2021年","m2","53374"
"704-2021","売場面積","I2","小売業計","22222","伊豆市","2021000000","2021年","m2","33569"
"704-2021","売場面積","I2","小売業計","22223","御前崎市","2021000000","2021年","m2","43768"
"704-2021","売場面積","I2","小売業計","22224","菊川市","2021000000","2021年","m2","54063"
"704-2021","売場面積","I2","小売業計","22225","伊豆の国市","2021000000","2021年","m2","47798"
"704-2021","売場面積","I2","小売業計","22226","牧之原市","2021000000","2021年","m2","44553"
"704-2021","売場面積","I2","小売業計","2229A","静岡県郡部計","2021000000","2021年","m2","250907"
"704-2021","売場面積","I2","小売業計","23000","愛知県","2021000000","2021年","m2","8157788"
"704-2021","売場面積","I2","小売業計","23100","名古屋市","2021000000","2021年","m2","2784617"
"704-2021","売場面積","I2","小売業計","23101","名古屋市千種区","2021000000","2021年","m2","152230"
"704-2021","売場面積","I2","小売業計","23102","名古屋市東区","2021000000","2021年","m2","109933"
"704-2021","売場面積","I2","小売業計","23103","名古屋市北区","2021000000","2021年","m2","104488"
"704-2021","売場面積","I2","小売業計","23104","名古屋市西区","2021000000","2021年","m2","188542"
"704-2021","売場面積","I2","小売業計","23105","名古屋市中村区","2021000000","2021年","m2","310982"
"704-2021","売場面積","I2","小売業計","23106","名古屋市中区","2021000000","2021年","m2","398461"
"704-2021","売場面積","I2","小売業計","23107","名古屋市昭和区","2021000000","2021年","m2","83062"
"704-2021","売場面積","I2","小売業計","23108","名古屋市瑞穂区","2021000000","2021年","m2","50766"
"704-2021","売場面積","I2","小売業計","23109","名古屋市熱田区","2021000000","2021年","m2","91367"
"704-2021","売場面積","I2","小売業計","23110","名古屋市中川区","2021000000","2021年","m2","204411"
"704-2021","売場面積","I2","小売業計","23111","名古屋市港区","2021000000","2021年","m2","315025"
"704-2021","売場面積","I2","小売業計","23112","名古屋市南区","2021000000","2021年","m2","122229"
"704-2021","売場面積","I2","小売業計","23113","名古屋市守山区","2021000000","2021年","m2","176035"
"704-2021","売場面積","I2","小売業計","23114","名古屋市緑区","2021000000","2021年","m2","284050"
"704-2021","売場面積","I2","小売業計","23115","名古屋市名東区","2021000000","2021年","m2","108432"
"704-2021","売場面積","I2","小売業計","23116","名古屋市天白区","2021000000","2021年","m2","84604"
"704-2021","売場面積","I2","小売業計","2319A","愛知県市部計","2021000000","2021年","m2","4908967"
"704-2021","売場面積","I2","小売業計","23201","豊橋市","2021000000","2021年","m2","361431"
"704-2021","売場面積","I2","小売業計","23202","岡崎市","2021000000","2021年","m2","385998"
"704-2021","売場面積","I2","小売業計","23203","一宮市","2021000000","2021年","m2","362069"
"704-2021","売場面積","I2","小売業計","23204","瀬戸市","2021000000","2021年","m2","111391"
"704-2021","売場面積","I2","小売業計","23205","半田市","2021000000","2021年","m2","148234"
"704-2021","売場面積","I2","小売業計","23206","春日井市","2021000000","2021年","m2","293375"
"704-2021","売場面積","I2","小売業計","23207","豊川市","2021000000","2021年","m2","200161"
"704-2021","売場面積","I2","小売業計","23208","津島市","2021000000","2021年","m2","76616"
"704-2021","売場面積","I2","小売業計","23209","碧南市","2021000000","2021年","m2","64448"
"704-2021","売場面積","I2","小売業計","23210","刈谷市","2021000000","2021年","m2","134880"
"704-2021","売場面積","I2","小売業計","23211","豊田市","2021000000","2021年","m2","362519"
"704-2021","売場面積","I2","小売業計","23212","安城市","2021000000","2021年","m2","194368"
"704-2021","売場面積","I2","小売業計","23213","西尾市","2021000000","2021年","m2","188659"
"704-2021","売場面積","I2","小売業計","23214","蒲郡市","2021000000","2021年","m2","117751"
"704-2021","売場面積","I2","小売業計","23215","犬山市","2021000000","2021年","m2","35622"
"704-2021","売場面積","I2","小売業計","23216","常滑市","2021000000","2021年","m2","95756"
"704-2021","売場面積","I2","小売業計","23217","江南市","2021000000","2021年","m2","120634"
"704-2021","売場面積","I2","小売業計","23219","小牧市","2021000000","2021年","m2","213239"
"704-2021","売場面積","I2","小売業計","23220","稲沢市","2021000000","2021年","m2","208193"
"704-2021","売場面積","I2","小売業計","23221","新城市","2021000000","2021年","m2","40698"
"704-2021","売場面積","I2","小売業計","23222","東海市","2021000000","2021年","m2","111723"
"704-2021","売場面積","I2","小売業計","23223","大府市","2021000000","2021年","m2","74855"
"704-2021","売場面積","I2","小売業計","23224","知多市","2021000000","2021年","m2","39033"
"704-2021","売場面積","I2","小売業計","23225","知立市","2021000000","2021年","m2","83658"
"704-2021","売場面積","I2","小売業計","23226","尾張旭市","2021000000","2021年","m2","79479"
"704-2021","売場面積","I2","小売業計","23227","高浜市","2021000000","2021年","m2","35572"
"704-2021","売場面積","I2","小売業計","23228","岩倉市","2021000000","2021年","m2","39321"
"704-2021","売場面積","I2","小売業計","23229","豊明市","2021000000","2021年","m2","34637"
"704-2021","売場面積","I2","小売業計","23230","日進市","2021000000","2021年","m2","99022"
"704-2021","売場面積","I2","小売業計","23231","田原市","2021000000","2021年","m2","48145"
"704-2021","売場面積","I2","小売業計","23232","愛西市","2021000000","2021年","m2","60273"
"704-2021","売場面積","I2","小売業計","23233","清須市","2021000000","2021年","m2","97677"
"704-2021","売場面積","I2","小売業計","23234","北名古屋市","2021000000","2021年","m2","68234"
"704-2021","売場面積","I2","小売業計","23235","弥富市","2021000000","2021年","m2","59003"
"704-2021","売場面積","I2","小売業計","23236","みよし市","2021000000","2021年","m2","75787"
"704-2021","売場面積","I2","小売業計","23237","あま市","2021000000","2021年","m2","34557"
"704-2021","売場面積","I2","小売業計","23238","長久手市","2021000000","2021年","m2","151949"
"704-2021","売場面積","I2","小売業計","2329A","愛知県郡部計","2021000000","2021年","m2","464204"
"704-2021","売場面積","I2","小売業計","24000","三重県","2021000000","2021年","m2","2353857"
"704-2021","売場面積","I2","小売業計","2419A","三重県市部計","2021000000","2021年","m2","2096187"
"704-2021","売場面積","I2","小売業計","24201","津市","2021000000","2021年","m2","379589"
"704-2021","売場面積","I2","小売業計","24202","四日市市","2021000000","2021年","m2","379378"
"704-2021","売場面積","I2","小売業計","24203","伊勢市","2021000000","2021年","m2","164481"
"704-2021","売場面積","I2","小売業計","24204","松阪市","2021000000","2021年","m2","235141"
"704-2021","売場面積","I2","小売業計","24205","桑名市","2021000000","2021年","m2","217520"
"704-2021","売場面積","I2","小売業計","24207","鈴鹿市","2021000000","2021年","m2","273817"
"704-2021","売場面積","I2","小売業計","24208","名張市","2021000000","2021年","m2","125091"
"704-2021","売場面積","I2","小売業計","24209","尾鷲市","2021000000","2021年","m2","25888"
"704-2021","売場面積","I2","小売業計","24210","亀山市","2021000000","2021年","m2","44034"
"704-2021","売場面積","I2","小売業計","24211","鳥羽市","2021000000","2021年","m2","14145"
"704-2021","売場面積","I2","小売業計","24212","熊野市","2021000000","2021年","m2","17855"
"704-2021","売場面積","I2","小売業計","24214","いなべ市","2021000000","2021年","m2","58477"
"704-2021","売場面積","I2","小売業計","24215","志摩市","2021000000","2021年","m2","49363"
"704-2021","売場面積","I2","小売業計","24216","伊賀市","2021000000","2021年","m2","111408"
"704-2021","売場面積","I2","小売業計","2429A","三重県郡部計","2021000000","2021年","m2","257670"
"704-2021","売場面積","I2","小売業計","25000","滋賀県","2021000000","2021年","m2","1855037"
"704-2021","売場面積","I2","小売業計","2519A","滋賀県市部計","2021000000","2021年","m2","1760155"
"704-2021","売場面積","I2","小売業計","25201","大津市","2021000000","2021年","m2","323925"
"704-2021","売場面積","I2","小売業計","25202","彦根市","2021000000","2021年","m2","211411"
"704-2021","売場面積","I2","小売業計","25203","長浜市","2021000000","2021年","m2","180941"
"704-2021","売場面積","I2","小売業計","25204","近江八幡市","2021000000","2021年","m2","134933"
"704-2021","売場面積","I2","小売業計","25206","草津市","2021000000","2021年","m2","218970"
"704-2021","売場面積","I2","小売業計","25207","守山市","2021000000","2021年","m2","106791"
"704-2021","売場面積","I2","小売業計","25208","栗東市","2021000000","2021年","m2","84806"
"704-2021","売場面積","I2","小売業計","25209","甲賀市","2021000000","2021年","m2","153649"
"704-2021","売場面積","I2","小売業計","25210","野洲市","2021000000","2021年","m2","48105"
"704-2021","売場面積","I2","小売業計","25211","湖南市","2021000000","2021年","m2","65340"
"704-2021","売場面積","I2","小売業計","25212","高島市","2021000000","2021年","m2","71543"
"704-2021","売場面積","I2","小売業計","25213","東近江市","2021000000","2021年","m2","127297"
"704-2021","売場面積","I2","小売業計","25214","米原市","2021000000","2021年","m2","32444"
"704-2021","売場面積","I2","小売業計","2529A","滋賀県郡部計","2021000000","2021年","m2","94882"
"704-2021","売場面積","I2","小売業計","26000","京都府","2021000000","2021年","m2","2376126"
"704-2021","売場面積","I2","小売業計","26100","京都市","2021000000","2021年","m2","1323053"
"704-2021","売場面積","I2","小売業計","26101","京都市北区","2021000000","2021年","m2","55188"
"704-2021","売場面積","I2","小売業計","26102","京都市上京区","2021000000","2021年","m2","40482"
"704-2021","売場面積","I2","小売業計","26103","京都市左京区","2021000000","2021年","m2","86216"
"704-2021","売場面積","I2","小売業計","26104","京都市中京区","2021000000","2021年","m2","144885"
"704-2021","売場面積","I2","小売業計","26105","京都市東山区","2021000000","2021年","m2","24946"
"704-2021","売場面積","I2","小売業計","26106","京都市下京区","2021000000","2021年","m2","308577"
"704-2021","売場面積","I2","小売業計","26107","京都市南区","2021000000","2021年","m2","166257"
"704-2021","売場面積","I2","小売業計","26108","京都市右京区","2021000000","2021年","m2","148423"
"704-2021","売場面積","I2","小売業計","26109","京都市伏見区","2021000000","2021年","m2","185003"
"704-2021","売場面積","I2","小売業計","26110","京都市山科区","2021000000","2021年","m2","83934"
"704-2021","売場面積","I2","小売業計","26111","京都市西京区","2021000000","2021年","m2","79142"
"704-2021","売場面積","I2","小売業計","2619A","京都府市部計","2021000000","2021年","m2","934747"
"704-2021","売場面積","I2","小売業計","26201","福知山市","2021000000","2021年","m2","110258"
"704-2021","売場面積","I2","小売業計","26202","舞鶴市","2021000000","2021年","m2","98893"
"704-2021","売場面積","I2","小売業計","26203","綾部市","2021000000","2021年","m2","35807"
"704-2021","売場面積","I2","小売業計","26204","宇治市","2021000000","2021年","m2","126935"
"704-2021","売場面積","I2","小売業計","26205","宮津市","2021000000","2021年","m2","21573"
"704-2021","売場面積","I2","小売業計","26206","亀岡市","2021000000","2021年","m2","88180"
"704-2021","売場面積","I2","小売業計","26207","城陽市","2021000000","2021年","m2","77451"
"704-2021","売場面積","I2","小売業計","26208","向日市","2021000000","2021年","m2","29484"
"704-2021","売場面積","I2","小売業計","26209","長岡京市","2021000000","2021年","m2","34536"
"704-2021","売場面積","I2","小売業計","26210","八幡市","2021000000","2021年","m2","78155"
"704-2021","売場面積","I2","小売業計","26211","京田辺市","2021000000","2021年","m2","69510"
"704-2021","売場面積","I2","小売業計","26212","京丹後市","2021000000","2021年","m2","62964"
"704-2021","売場面積","I2","小売業計","26213","南丹市","2021000000","2021年","m2","13961"
"704-2021","売場面積","I2","小売業計","26214","木津川市","2021000000","2021年","m2","87040"
"704-2021","売場面積","I2","小売業計","2629A","京都府郡部計","2021000000","2021年","m2","118326"
"704-2021","売場面積","I2","小売業計","27000","大阪府","2021000000","2021年","m2","7179161"
"704-2021","売場面積","I2","小売業計","27100","大阪市","2021000000","2021年","m2","2642611"
"704-2021","売場面積","I2","小売業計","27102","大阪市都島区","2021000000","2021年","m2","72838"
"704-2021","売場面積","I2","小売業計","27103","大阪市福島区","2021000000","2021年","m2","46977"
"704-2021","売場面積","I2","小売業計","27104","大阪市此花区","2021000000","2021年","m2","27275"
"704-2021","売場面積","I2","小売業計","27106","大阪市西区","2021000000","2021年","m2","95030"
"704-2021","売場面積","I2","小売業計","27107","大阪市港区","2021000000","2021年","m2","37275"
"704-2021","売場面積","I2","小売業計","27108","大阪市大正区","2021000000","2021年","m2","53232"
"704-2021","売場面積","I2","小売業計","27109","大阪市天王寺区","2021000000","2021年","m2","100917"
"704-2021","売場面積","I2","小売業計","27111","大阪市浪速区","2021000000","2021年","m2","127077"
"704-2021","売場面積","I2","小売業計","27113","大阪市西淀川区","2021000000","2021年","m2","59530"
"704-2021","売場面積","I2","小売業計","27114","大阪市東淀川区","2021000000","2021年","m2","67087"
"704-2021","売場面積","I2","小売業計","27115","大阪市東成区","2021000000","2021年","m2","35109"
"704-2021","売場面積","I2","小売業計","27116","大阪市生野区","2021000000","2021年","m2","49083"
"704-2021","売場面積","I2","小売業計","27117","大阪市旭区","2021000000","2021年","m2","36762"
"704-2021","売場面積","I2","小売業計","27118","大阪市城東区","2021000000","2021年","m2","74764"
"704-2021","売場面積","I2","小売業計","27119","大阪市阿倍野区","2021000000","2021年","m2","223926"
"704-2021","売場面積","I2","小売業計","27120","大阪市住吉区","2021000000","2021年","m2","51308"
"704-2021","売場面積","I2","小売業計","27121","大阪市東住吉区","2021000000","2021年","m2","44705"
"704-2021","売場面積","I2","小売業計","27122","大阪市西成区","2021000000","2021年","m2","66940"
"704-2021","売場面積","I2","小売業計","27123","大阪市淀川区","2021000000","2021年","m2","84210"
"704-2021","売場面積","I2","小売業計","27124","大阪市鶴見区","2021000000","2021年","m2","90712"
"704-2021","売場面積","I2","小売業計","27125","大阪市住之江区","2021000000","2021年","m2","92898"
"704-2021","売場面積","I2","小売業計","27126","大阪市平野区","2021000000","2021年","m2","116602"
"704-2021","売場面積","I2","小売業計","27127","大阪市北区","2021000000","2021年","m2","511696"
"704-2021","売場面積","I2","小売業計","27128","大阪市中央区","2021000000","2021年","m2","476658"
"704-2021","売場面積","I2","小売業計","27140","堺市","2021000000","2021年","m2","646651"
"704-2021","売場面積","I2","小売業計","27141","堺市堺区","2021000000","2021年","m2","150768"
"704-2021","売場面積","I2","小売業計","27142","堺市中区","2021000000","2021年","m2","68520"
"704-2021","売場面積","I2","小売業計","27143","堺市東区","2021000000","2021年","m2","43357"
"704-2021","売場面積","I2","小売業計","27144","堺市西区","2021000000","2021年","m2","118427"
"704-2021","売場面積","I2","小売業計","27145","堺市南区","2021000000","2021年","m2","100582"
"704-2021","売場面積","I2","小売業計","27146","堺市北区","2021000000","2021年","m2","119894"
"704-2021","売場面積","I2","小売業計","27147","堺市美原区","2021000000","2021年","m2","45103"
"704-2021","売場面積","I2","小売業計","2719A","大阪府市部計","2021000000","2021年","m2","3813364"
"704-2021","売場面積","I2","小売業計","27202","岸和田市","2021000000","2021年","m2","144461"
"704-2021","売場面積","I2","小売業計","27203","豊中市","2021000000","2021年","m2","223047"
"704-2021","売場面積","I2","小売業計","27204","池田市","2021000000","2021年","m2","42869"
"704-2021","売場面積","I2","小売業計","27205","吹田市","2021000000","2021年","m2","216684"
"704-2021","売場面積","I2","小売業計","27206","泉大津市","2021000000","2021年","m2","63293"
"704-2021","売場面積","I2","小売業計","27207","高槻市","2021000000","2021年","m2","303000"
"704-2021","売場面積","I2","小売業計","27208","貝塚市","2021000000","2021年","m2","77818"
"704-2021","売場面積","I2","小売業計","27209","守口市","2021000000","2021年","m2","129106"
"704-2021","売場面積","I2","小売業計","27210","枚方市","2021000000","2021年","m2","295958"
"704-2021","売場面積","I2","小売業計","27211","茨木市","2021000000","2021年","m2","199844"
"704-2021","売場面積","I2","小売業計","27212","八尾市","2021000000","2021年","m2","204218"
"704-2021","売場面積","I2","小売業計","27213","泉佐野市","2021000000","2021年","m2","138336"
"704-2021","売場面積","I2","小売業計","27214","富田林市","2021000000","2021年","m2","75089"
"704-2021","売場面積","I2","小売業計","27215","寝屋川市","2021000000","2021年","m2","194020"
"704-2021","売場面積","I2","小売業計","27216","河内長野市","2021000000","2021年","m2","74548"
"704-2021","売場面積","I2","小売業計","27217","松原市","2021000000","2021年","m2","72849"
"704-2021","売場面積","I2","小売業計","27218","大東市","2021000000","2021年","m2","98312"
"704-2021","売場面積","I2","小売業計","27219","和泉市","2021000000","2021年","m2","204307"
"704-2021","売場面積","I2","小売業計","27220","箕面市","2021000000","2021年","m2","127107"
"704-2021","売場面積","I2","小売業計","27221","柏原市","2021000000","2021年","m2","31023"
