"tab_code","表章項目","cat01_code","産業小分類","area_code","地域区分","time_code","時間軸","unit","value"
"701-2021","事業所数","I2","小売業計","00000","全国","2021000000","2021年","事業所","755015"
"701-2021","事業所数","I2","小売業計","0009A","区部","2021000000","2021年","事業所","196879"
"701-2021","事業所数","I2","小売業計","0019A","市部","2021000000","2021年","事業所","482387"
"701-2021","事業所数","I2","小売業計","0029A","郡部","2021000000","2021年","事業所","75749"
"701-2021","事業所数","I2","小売業計","01000","北海道","2021000000","2021年","事業所","31345"
"701-2021","事業所数","I2","小売業計","01100","札幌市","2021000000","2021年","事業所","8413"
"701-2021","事業所数","I2","小売業計","01101","札幌市中央区","2021000000","2021年","事業所","2294"
"701-2021","事業所数","I2","小売業計","01102","札幌市北区","2021000000","2021年","事業所","1045"
"701-2021","事業所数","I2","小売業計","01103","札幌市東区","2021000000","2021年","事業所","991"
"701-2021","事業所数","I2","小売業計","01104","札幌市白石区","2021000000","2021年","事業所","806"
"701-2021","事業所数","I2","小売業計","01105","札幌市豊平区","2021000000","2021年","事業所","663"
"701-2021","事業所数","I2","小売業計","01106","札幌市南区","2021000000","2021年","事業所","459"
"701-2021","事業所数","I2","小売業計","01107","札幌市西区","2021000000","2021年","事業所","816"
"701-2021","事業所数","I2","小売業計","01108","札幌市厚別区","2021000000","2021年","事業所","424"
"701-2021","事業所数","I2","小売業計","01109","札幌市手稲区","2021000000","2021年","事業所","459"
"701-2021","事業所数","I2","小売業計","01110","札幌市清田区","2021000000","2021年","事業所","456"
"701-2021","事業所数","I2","小売業計","0119A","北海道市部計","2021000000","2021年","事業所","15305"
"701-2021","事業所数","I2","小売業計","01202","函館市","2021000000","2021年","事業所","1855"
"701-2021","事業所数","I2","小売業計","01203","小樽市","2021000000","2021年","事業所","935"
"701-2021","事業所数","I2","小売業計","01204","旭川市","2021000000","2021年","事業所","2069"
"701-2021","事業所数","I2","小売業計","01205","室蘭市","2021000000","2021年","事業所","517"
"701-2021","事業所数","I2","小売業計","01206","釧路市","2021000000","2021年","事業所","1097"
"701-2021","事業所数","I2","小売業計","01207","帯広市","2021000000","2021年","事業所","1239"
"701-2021","事業所数","I2","小売業計","01208","北見市","2021000000","2021年","事業所","749"
"701-2021","事業所数","I2","小売業計","01209","夕張市","2021000000","2021年","事業所","70"
"701-2021","事業所数","I2","小売業計","01210","岩見沢市","2021000000","2021年","事業所","484"
"701-2021","事業所数","I2","小売業計","01211","網走市","2021000000","2021年","事業所","266"
"701-2021","事業所数","I2","小売業計","01212","留萌市","2021000000","2021年","事業所","195"
"701-2021","事業所数","I2","小売業計","01213","苫小牧市","2021000000","2021年","事業所","961"
"701-2021","事業所数","I2","小売業計","01214","稚内市","2021000000","2021年","事業所","251"
"701-2021","事業所数","I2","小売業計","01215","美唄市","2021000000","2021年","事業所","136"
"701-2021","事業所数","I2","小売業計","01216","芦別市","2021000000","2021年","事業所","93"
"701-2021","事業所数","I2","小売業計","01217","江別市","2021000000","2021年","事業所","504"
"701-2021","事業所数","I2","小売業計","01218","赤平市","2021000000","2021年","事業所","78"
"701-2021","事業所数","I2","小売業計","01219","紋別市","2021000000","2021年","事業所","191"
"701-2021","事業所数","I2","小売業計","01220","士別市","2021000000","2021年","事業所","157"
"701-2021","事業所数","I2","小売業計","01221","名寄市","2021000000","2021年","事業所","237"
"701-2021","事業所数","I2","小売業計","01222","三笠市","2021000000","2021年","事業所","77"
"701-2021","事業所数","I2","小売業計","01223","根室市","2021000000","2021年","事業所","217"
"701-2021","事業所数","I2","小売業計","01224","千歳市","2021000000","2021年","事業所","542"
"701-2021","事業所数","I2","小売業計","01225","滝川市","2021000000","2021年","事業所","292"
"701-2021","事業所数","I2","小売業計","01226","砂川市","2021000000","2021年","事業所","124"
"701-2021","事業所数","I2","小売業計","01227","歌志内市","2021000000","2021年","事業所","20"
"701-2021","事業所数","I2","小売業計","01228","深川市","2021000000","2021年","事業所","184"
"701-2021","事業所数","I2","小売業計","01229","富良野市","2021000000","2021年","事業所","213"
"701-2021","事業所数","I2","小売業計","01230","登別市","2021000000","2021年","事業所","246"
"701-2021","事業所数","I2","小売業計","01231","恵庭市","2021000000","2021年","事業所","293"
"701-2021","事業所数","I2","小売業計","01233","伊達市","2021000000","2021年","事業所","234"
"701-2021","事業所数","I2","小売業計","01234","北広島市","2021000000","2021年","事業所","304"
"701-2021","事業所数","I2","小売業計","01235","石狩市","2021000000","2021年","事業所","219"
"701-2021","事業所数","I2","小売業計","01236","北斗市","2021000000","2021年","事業所","256"
"701-2021","事業所数","I2","小売業計","0129A","北海道振興局計","2021000000","2021年","事業所","7627"
"701-2021","事業所数","I2","小売業計","02000","青森県","2021000000","2021年","事業所","9797"
"701-2021","事業所数","I2","小売業計","0219A","青森県市部計","2021000000","2021年","事業所","7525"
"701-2021","事業所数","I2","小売業計","02201","青森市","2021000000","2021年","事業所","1932"
"701-2021","事業所数","I2","小売業計","02202","弘前市","2021000000","2021年","事業所","1411"
"701-2021","事業所数","I2","小売業計","02203","八戸市","2021000000","2021年","事業所","1686"
"701-2021","事業所数","I2","小売業計","02204","黒石市","2021000000","2021年","事業所","239"
"701-2021","事業所数","I2","小売業計","02205","五所川原市","2021000000","2021年","事業所","542"
"701-2021","事業所数","I2","小売業計","02206","十和田市","2021000000","2021年","事業所","504"
"701-2021","事業所数","I2","小売業計","02207","三沢市","2021000000","2021年","事業所","281"
"701-2021","事業所数","I2","小売業計","02208","むつ市","2021000000","2021年","事業所","474"
"701-2021","事業所数","I2","小売業計","02209","つがる市","2021000000","2021年","事業所","268"
"701-2021","事業所数","I2","小売業計","02210","平川市","2021000000","2021年","事業所","188"
"701-2021","事業所数","I2","小売業計","0229A","青森県郡部計","2021000000","2021年","事業所","2272"
"701-2021","事業所数","I2","小売業計","03000","岩手県","2021000000","2021年","事業所","9517"
"701-2021","事業所数","I2","小売業計","0319A","岩手県市部計","2021000000","2021年","事業所","7831"
"701-2021","事業所数","I2","小売業計","03201","盛岡市","2021000000","2021年","事業所","2135"
"701-2021","事業所数","I2","小売業計","03202","宮古市","2021000000","2021年","事業所","465"
"701-2021","事業所数","I2","小売業計","03203","大船渡市","2021000000","2021年","事業所","390"
"701-2021","事業所数","I2","小売業計","03205","花巻市","2021000000","2021年","事業所","708"
"701-2021","事業所数","I2","小売業計","03206","北上市","2021000000","2021年","事業所","628"
"701-2021","事業所数","I2","小売業計","03207","久慈市","2021000000","2021年","事業所","343"
"701-2021","事業所数","I2","小売業計","03208","遠野市","2021000000","2021年","事業所","255"
"701-2021","事業所数","I2","小売業計","03209","一関市","2021000000","2021年","事業所","937"
"701-2021","事業所数","I2","小売業計","03210","陸前高田市","2021000000","2021年","事業所","128"
"701-2021","事業所数","I2","小売業計","03211","釜石市","2021000000","2021年","事業所","287"
"701-2021","事業所数","I2","小売業計","03213","二戸市","2021000000","2021年","事業所","271"
"701-2021","事業所数","I2","小売業計","03214","八幡平市","2021000000","2021年","事業所","189"
"701-2021","事業所数","I2","小売業計","03215","奥州市","2021000000","2021年","事業所","914"
"701-2021","事業所数","I2","小売業計","03216","滝沢市","2021000000","2021年","事業所","181"
"701-2021","事業所数","I2","小売業計","0329A","岩手県郡部計","2021000000","2021年","事業所","1686"
"701-2021","事業所数","I2","小売業計","04000","宮城県","2021000000","2021年","事業所","14501"
"701-2021","事業所数","I2","小売業計","04100","仙台市","2021000000","2021年","事業所","6085"
"701-2021","事業所数","I2","小売業計","04101","仙台市青葉区","2021000000","2021年","事業所","2323"
"701-2021","事業所数","I2","小売業計","04102","仙台市宮城野区","2021000000","2021年","事業所","985"
"701-2021","事業所数","I2","小売業計","04103","仙台市若林区","2021000000","2021年","事業所","701"
"701-2021","事業所数","I2","小売業計","04104","仙台市太白区","2021000000","2021年","事業所","958"
"701-2021","事業所数","I2","小売業計","04105","仙台市泉区","2021000000","2021年","事業所","1118"
"701-2021","事業所数","I2","小売業計","0419A","宮城県市部計","2021000000","2021年","事業所","6134"
"701-2021","事業所数","I2","小売業計","04202","石巻市","2021000000","2021年","事業所","1035"
"701-2021","事業所数","I2","小売業計","04203","塩竈市","2021000000","2021年","事業所","402"
"701-2021","事業所数","I2","小売業計","04205","気仙沼市","2021000000","2021年","事業所","546"
"701-2021","事業所数","I2","小売業計","04206","白石市","2021000000","2021年","事業所","251"
"701-2021","事業所数","I2","小売業計","04207","名取市","2021000000","2021年","事業所","507"
"701-2021","事業所数","I2","小売業計","04208","角田市","2021000000","2021年","事業所","208"
"701-2021","事業所数","I2","小売業計","04209","多賀城市","2021000000","2021年","事業所","291"
"701-2021","事業所数","I2","小売業計","04211","岩沼市","2021000000","2021年","事業所","218"
"701-2021","事業所数","I2","小売業計","04212","登米市","2021000000","2021年","事業所","678"
"701-2021","事業所数","I2","小売業計","04213","栗原市","2021000000","2021年","事業所","588"
"701-2021","事業所数","I2","小売業計","04214","東松島市","2021000000","2021年","事業所","199"
"701-2021","事業所数","I2","小売業計","04215","大崎市","2021000000","2021年","事業所","1004"
"701-2021","事業所数","I2","小売業計","04216","富谷市","2021000000","2021年","事業所","207"
"701-2021","事業所数","I2","小売業計","0429A","宮城県郡部計","2021000000","2021年","事業所","2282"
"701-2021","事業所数","I2","小売業計","05000","秋田県","2021000000","2021年","事業所","8015"
"701-2021","事業所数","I2","小売業計","0519A","秋田県市部計","2021000000","2021年","事業所","7296"
"701-2021","事業所数","I2","小売業計","05201","秋田市","2021000000","2021年","事業所","2118"
"701-2021","事業所数","I2","小売業計","05202","能代市","2021000000","2021年","事業所","505"
"701-2021","事業所数","I2","小売業計","05203","横手市","2021000000","2021年","事業所","819"
"701-2021","事業所数","I2","小売業計","05204","大館市","2021000000","2021年","事業所","541"
"701-2021","事業所数","I2","小売業計","05206","男鹿市","2021000000","2021年","事業所","233"
"701-2021","事業所数","I2","小売業計","05207","湯沢市","2021000000","2021年","事業所","428"
"701-2021","事業所数","I2","小売業計","05209","鹿角市","2021000000","2021年","事業所","255"
"701-2021","事業所数","I2","小売業計","05210","由利本荘市","2021000000","2021年","事業所","645"
"701-2021","事業所数","I2","小売業計","05211","潟上市","2021000000","2021年","事業所","188"
"701-2021","事業所数","I2","小売業計","05212","大仙市","2021000000","2021年","事業所","790"
"701-2021","事業所数","I2","小売業計","05213","北秋田市","2021000000","2021年","事業所","295"
"701-2021","事業所数","I2","小売業計","05214","にかほ市","2021000000","2021年","事業所","197"
"701-2021","事業所数","I2","小売業計","05215","仙北市","2021000000","2021年","事業所","282"
"701-2021","事業所数","I2","小売業計","0529A","秋田県郡部計","2021000000","2021年","事業所","719"
"701-2021","事業所数","I2","小売業計","06000","山形県","2021000000","2021年","事業所","9149"
"701-2021","事業所数","I2","小売業計","0619A","山形県市部計","2021000000","2021年","事業所","7409"
"701-2021","事業所数","I2","小売業計","06201","山形市","2021000000","2021年","事業所","1823"
"701-2021","事業所数","I2","小売業計","06202","米沢市","2021000000","2021年","事業所","680"
"701-2021","事業所数","I2","小売業計","06203","鶴岡市","2021000000","2021年","事業所","1167"
"701-2021","事業所数","I2","小売業計","06204","酒田市","2021000000","2021年","事業所","932"
"701-2021","事業所数","I2","小売業計","06205","新庄市","2021000000","2021年","事業所","356"
"701-2021","事業所数","I2","小売業計","06206","寒河江市","2021000000","2021年","事業所","332"
"701-2021","事業所数","I2","小売業計","06207","上山市","2021000000","2021年","事業所","228"
"701-2021","事業所数","I2","小売業計","06208","村山市","2021000000","2021年","事業所","216"
"701-2021","事業所数","I2","小売業計","06209","長井市","2021000000","2021年","事業所","273"
"701-2021","事業所数","I2","小売業計","06210","天童市","2021000000","2021年","事業所","536"
"701-2021","事業所数","I2","小売業計","06211","東根市","2021000000","2021年","事業所","347"
"701-2021","事業所数","I2","小売業計","06212","尾花沢市","2021000000","2021年","事業所","194"
"701-2021","事業所数","I2","小売業計","06213","南陽市","2021000000","2021年","事業所","325"
"701-2021","事業所数","I2","小売業計","0629A","山形県郡部計","2021000000","2021年","事業所","1740"
"701-2021","事業所数","I2","小売業計","07000","福島県","2021000000","2021年","事業所","13526"
"701-2021","事業所数","I2","小売業計","0719A","福島県市部計","2021000000","2021年","事業所","10837"
"701-2021","事業所数","I2","小売業計","07201","福島市","2021000000","2021年","事業所","1942"
"701-2021","事業所数","I2","小売業計","07202","会津若松市","2021000000","2021年","事業所","990"
"701-2021","事業所数","I2","小売業計","07203","郡山市","2021000000","2021年","事業所","2003"
"701-2021","事業所数","I2","小売業計","07204","いわき市","2021000000","2021年","事業所","2333"
"701-2021","事業所数","I2","小売業計","07205","白河市","2021000000","2021年","事業所","461"
"701-2021","事業所数","I2","小売業計","07207","須賀川市","2021000000","2021年","事業所","514"
"701-2021","事業所数","I2","小売業計","07208","喜多方市","2021000000","2021年","事業所","425"
"701-2021","事業所数","I2","小売業計","07209","相馬市","2021000000","2021年","事業所","305"
"701-2021","事業所数","I2","小売業計","07210","二本松市","2021000000","2021年","事業所","429"
"701-2021","事業所数","I2","小売業計","07211","田村市","2021000000","2021年","事業所","336"
"701-2021","事業所数","I2","小売業計","07212","南相馬市","2021000000","2021年","事業所","442"
"701-2021","事業所数","I2","小売業計","07213","伊達市","2021000000","2021年","事業所","449"
"701-2021","事業所数","I2","小売業計","07214","本宮市","2021000000","2021年","事業所","208"
"701-2021","事業所数","I2","小売業計","0729A","福島県郡部計","2021000000","2021年","事業所","2689"
"701-2021","事業所数","I2","小売業計","08000","茨城県","2021000000","2021年","事業所","17841"
"701-2021","事業所数","I2","小売業計","0819A","茨城県市部計","2021000000","2021年","事業所","16139"
"701-2021","事業所数","I2","小売業計","08201","水戸市","2021000000","2021年","事業所","1905"
"701-2021","事業所数","I2","小売業計","08202","日立市","2021000000","2021年","事業所","994"
"701-2021","事業所数","I2","小売業計","08203","土浦市","2021000000","2021年","事業所","879"
"701-2021","事業所数","I2","小売業計","08204","古河市","2021000000","2021年","事業所","943"
"701-2021","事業所数","I2","小売業計","08205","石岡市","2021000000","2021年","事業所","486"
"701-2021","事業所数","I2","小売業計","08207","結城市","2021000000","2021年","事業所","336"
"701-2021","事業所数","I2","小売業計","08208","龍ケ崎市","2021000000","2021年","事業所","398"
"701-2021","事業所数","I2","小売業計","08210","下妻市","2021000000","2021年","事業所","349"
"701-2021","事業所数","I2","小売業計","08211","常総市","2021000000","2021年","事業所","371"
"701-2021","事業所数","I2","小売業計","08212","常陸太田市","2021000000","2021年","事業所","298"
"701-2021","事業所数","I2","小売業計","08214","高萩市","2021000000","2021年","事業所","205"
"701-2021","事業所数","I2","小売業計","08215","北茨城市","2021000000","2021年","事業所","276"
"701-2021","事業所数","I2","小売業計","08216","笠間市","2021000000","2021年","事業所","551"
"701-2021","事業所数","I2","小売業計","08217","取手市","2021000000","2021年","事業所","485"
"701-2021","事業所数","I2","小売業計","08219","牛久市","2021000000","2021年","事業所","426"
"701-2021","事業所数","I2","小売業計","08220","つくば市","2021000000","2021年","事業所","1352"
"701-2021","事業所数","I2","小売業計","08221","ひたちなか市","2021000000","2021年","事業所","919"
"701-2021","事業所数","I2","小売業計","08222","鹿嶋市","2021000000","2021年","事業所","373"
"701-2021","事業所数","I2","小売業計","08223","潮来市","2021000000","2021年","事業所","207"
"701-2021","事業所数","I2","小売業計","08224","守谷市","2021000000","2021年","事業所","320"
"701-2021","事業所数","I2","小売業計","08225","常陸大宮市","2021000000","2021年","事業所","324"
"701-2021","事業所数","I2","小売業計","08226","那珂市","2021000000","2021年","事業所","322"
"701-2021","事業所数","I2","小売業計","08227","筑西市","2021000000","2021年","事業所","704"
"701-2021","事業所数","I2","小売業計","08228","坂東市","2021000000","2021年","事業所","363"
"701-2021","事業所数","I2","小売業計","08229","稲敷市","2021000000","2021年","事業所","306"
"701-2021","事業所数","I2","小売業計","08230","かすみがうら市","2021000000","2021年","事業所","182"
"701-2021","事業所数","I2","小売業計","08231","桜川市","2021000000","2021年","事業所","312"
"701-2021","事業所数","I2","小売業計","08232","神栖市","2021000000","2021年","事業所","507"
"701-2021","事業所数","I2","小売業計","08233","行方市","2021000000","2021年","事業所","262"
"701-2021","事業所数","I2","小売業計","08234","鉾田市","2021000000","2021年","事業所","320"
"701-2021","事業所数","I2","小売業計","08235","つくばみらい市","2021000000","2021年","事業所","196"
"701-2021","事業所数","I2","小売業計","08236","小美玉市","2021000000","2021年","事業所","268"
"701-2021","事業所数","I2","小売業計","0829A","茨城県郡部計","2021000000","2021年","事業所","1702"
"701-2021","事業所数","I2","小売業計","09000","栃木県","2021000000","2021年","事業所","12734"
"701-2021","事業所数","I2","小売業計","0919A","栃木県市部計","2021000000","2021年","事業所","11304"
"701-2021","事業所数","I2","小売業計","09201","宇都宮市","2021000000","2021年","事業所","2964"
"701-2021","事業所数","I2","小売業計","09202","足利市","2021000000","2021年","事業所","1002"
"701-2021","事業所数","I2","小売業計","09203","栃木市","2021000000","2021年","事業所","1057"
"701-2021","事業所数","I2","小売業計","09204","佐野市","2021000000","2021年","事業所","1016"
"701-2021","事業所数","I2","小売業計","09205","鹿沼市","2021000000","2021年","事業所","644"
"701-2021","事業所数","I2","小売業計","09206","日光市","2021000000","2021年","事業所","686"
"701-2021","事業所数","I2","小売業計","09208","小山市","2021000000","2021年","事業所","978"
"701-2021","事業所数","I2","小売業計","09209","真岡市","2021000000","2021年","事業所","477"
"701-2021","事業所数","I2","小売業計","09210","大田原市","2021000000","2021年","事業所","527"
"701-2021","事業所数","I2","小売業計","09211","矢板市","2021000000","2021年","事業所","236"
"701-2021","事業所数","I2","小売業計","09213","那須塩原市","2021000000","2021年","事業所","927"
"701-2021","事業所数","I2","小売業計","09214","さくら市","2021000000","2021年","事業所","301"
"701-2021","事業所数","I2","小売業計","09215","那須烏山市","2021000000","2021年","事業所","201"
"701-2021","事業所数","I2","小売業計","09216","下野市","2021000000","2021年","事業所","288"
"701-2021","事業所数","I2","小売業計","0929A","栃木県郡部計","2021000000","2021年","事業所","1430"
"701-2021","事業所数","I2","小売業計","10000","群馬県","2021000000","2021年","事業所","12933"
"701-2021","事業所数","I2","小売業計","1019A","群馬県市部計","2021000000","2021年","事業所","11075"
"701-2021","事業所数","I2","小売業計","10201","前橋市","2021000000","2021年","事業所","2108"
"701-2021","事業所数","I2","小売業計","10202","高崎市","2021000000","2021年","事業所","2434"
"701-2021","事業所数","I2","小売業計","10203","桐生市","2021000000","2021年","事業所","854"
"701-2021","事業所数","I2","小売業計","10204","伊勢崎市","2021000000","2021年","事業所","1278"
"701-2021","事業所数","I2","小売業計","10205","太田市","2021000000","2021年","事業所","1275"
"701-2021","事業所数","I2","小売業計","10206","沼田市","2021000000","2021年","事業所","476"
"701-2021","事業所数","I2","小売業計","10207","館林市","2021000000","2021年","事業所","562"
"701-2021","事業所数","I2","小売業計","10208","渋川市","2021000000","2021年","事業所","522"
"701-2021","事業所数","I2","小売業計","10209","藤岡市","2021000000","2021年","事業所","439"
"701-2021","事業所数","I2","小売業計","10210","富岡市","2021000000","2021年","事業所","376"
"701-2021","事業所数","I2","小売業計","10211","安中市","2021000000","2021年","事業所","350"
"701-2021","事業所数","I2","小売業計","10212","みどり市","2021000000","2021年","事業所","401"
"701-2021","事業所数","I2","小売業計","1029A","群馬県郡部計","2021000000","2021年","事業所","1858"
"701-2021","事業所数","I2","小売業計","11000","埼玉県","2021000000","2021年","事業所","31887"
"701-2021","事業所数","I2","小売業計","11100","さいたま市","2021000000","2021年","事業所","5115"
"701-2021","事業所数","I2","小売業計","11101","さいたま市西区","2021000000","2021年","事業所","241"
"701-2021","事業所数","I2","小売業計","11102","さいたま市北区","2021000000","2021年","事業所","570"
"701-2021","事業所数","I2","小売業計","11103","さいたま市大宮区","2021000000","2021年","事業所","1031"
"701-2021","事業所数","I2","小売業計","11104","さいたま市見沼区","2021000000","2021年","事業所","510"
"701-2021","事業所数","I2","小売業計","11105","さいたま市中央区","2021000000","2021年","事業所","371"
"701-2021","事業所数","I2","小売業計","11106","さいたま市桜区","2021000000","2021年","事業所","238"
"701-2021","事業所数","I2","小売業計","11107","さいたま市浦和区","2021000000","2021年","事業所","770"
"701-2021","事業所数","I2","小売業計","11108","さいたま市南区","2021000000","2021年","事業所","485"
"701-2021","事業所数","I2","小売業計","11109","さいたま市緑区","2021000000","2021年","事業所","436"
"701-2021","事業所数","I2","小売業計","11110","さいたま市岩槻区","2021000000","2021年","事業所","463"
"701-2021","事業所数","I2","小売業計","1119A","埼玉県市部計","2021000000","2021年","事業所","24390"
"701-2021","事業所数","I2","小売業計","11201","川越市","2021000000","2021年","事業所","1614"
"701-2021","事業所数","I2","小売業計","11202","熊谷市","2021000000","2021年","事業所","1191"
"701-2021","事業所数","I2","小売業計","11203","川口市","2021000000","2021年","事業所","2050"
"701-2021","事業所数","I2","小売業計","11206","行田市","2021000000","2021年","事業所","430"
"701-2021","事業所数","I2","小売業計","11207","秩父市","2021000000","2021年","事業所","502"
"701-2021","事業所数","I2","小売業計","11208","所沢市","2021000000","2021年","事業所","1422"
"701-2021","事業所数","I2","小売業計","11209","飯能市","2021000000","2021年","事業所","456"
"701-2021","事業所数","I2","小売業計","11210","加須市","2021000000","2021年","事業所","539"
"701-2021","事業所数","I2","小売業計","11211","本庄市","2021000000","2021年","事業所","542"
"701-2021","事業所数","I2","小売業計","11212","東松山市","2021000000","2021年","事業所","584"
"701-2021","事業所数","I2","小売業計","11214","春日部市","2021000000","2021年","事業所","1068"
"701-2021","事業所数","I2","小売業計","11215","狭山市","2021000000","2021年","事業所","664"
"701-2021","事業所数","I2","小売業計","11216","羽生市","2021000000","2021年","事業所","415"
"701-2021","事業所数","I2","小売業計","11217","鴻巣市","2021000000","2021年","事業所","509"
"701-2021","事業所数","I2","小売業計","11218","深谷市","2021000000","2021年","事業所","815"
"701-2021","事業所数","I2","小売業計","11219","上尾市","2021000000","2021年","事業所","815"
"701-2021","事業所数","I2","小売業計","11221","草加市","2021000000","2021年","事業所","891"
"701-2021","事業所数","I2","小売業計","11222","越谷市","2021000000","2021年","事業所","1679"
"701-2021","事業所数","I2","小売業計","11223","蕨市","2021000000","2021年","事業所","298"
"701-2021","事業所数","I2","小売業計","11224","戸田市","2021000000","2021年","事業所","517"
"701-2021","事業所数","I2","小売業計","11225","入間市","2021000000","2021年","事業所","764"
"701-2021","事業所数","I2","小売業計","11227","朝霞市","2021000000","2021年","事業所","378"
"701-2021","事業所数","I2","小売業計","11228","志木市","2021000000","2021年","事業所","281"
"701-2021","事業所数","I2","小売業計","11229","和光市","2021000000","2021年","事業所","224"
"701-2021","事業所数","I2","小売業計","11230","新座市","2021000000","2021年","事業所","515"
"701-2021","事業所数","I2","小売業計","11231","桶川市","2021000000","2021年","事業所","334"
"701-2021","事業所数","I2","小売業計","11232","久喜市","2021000000","2021年","事業所","818"
"701-2021","事業所数","I2","小売業計","11233","北本市","2021000000","2021年","事業所","320"
"701-2021","事業所数","I2","小売業計","11234","八潮市","2021000000","2021年","事業所","350"
"701-2021","事業所数","I2","小売業計","11235","富士見市","2021000000","2021年","事業所","521"
"701-2021","事業所数","I2","小売業計","11237","三郷市","2021000000","2021年","事業所","568"
"701-2021","事業所数","I2","小売業計","11238","蓮田市","2021000000","2021年","事業所","255"
"701-2021","事業所数","I2","小売業計","11239","坂戸市","2021000000","2021年","事業所","385"
"701-2021","事業所数","I2","小売業計","11240","幸手市","2021000000","2021年","事業所","281"
"701-2021","事業所数","I2","小売業計","11241","鶴ヶ島市","2021000000","2021年","事業所","324"
"701-2021","事業所数","I2","小売業計","11242","日高市","2021000000","2021年","事業所","218"
"701-2021","事業所数","I2","小売業計","11243","吉川市","2021000000","2021年","事業所","225"
"701-2021","事業所数","I2","小売業計","11245","ふじみ野市","2021000000","2021年","事業所","434"
"701-2021","事業所数","I2","小売業計","11246","白岡市","2021000000","2021年","事業所","194"
"701-2021","事業所数","I2","小売業計","1129A","埼玉県郡部計","2021000000","2021年","事業所","2382"
"701-2021","事業所数","I2","小売業計","12000","千葉県","2021000000","2021年","事業所","27216"
"701-2021","事業所数","I2","小売業計","12100","千葉市","2021000000","2021年","事業所","3799"
"701-2021","事業所数","I2","小売業計","12101","千葉市中央区","2021000000","2021年","事業所","1283"
"701-2021","事業所数","I2","小売業計","12102","千葉市花見川区","2021000000","2021年","事業所","483"
"701-2021","事業所数","I2","小売業計","12103","千葉市稲毛区","2021000000","2021年","事業所","528"
"701-2021","事業所数","I2","小売業計","12104","千葉市若葉区","2021000000","2021年","事業所","496"
"701-2021","事業所数","I2","小売業計","12105","千葉市緑区","2021000000","2021年","事業所","382"
"701-2021","事業所数","I2","小売業計","12106","千葉市美浜区","2021000000","2021年","事業所","627"
"701-2021","事業所数","I2","小売業計","1219A","千葉県市部計","2021000000","2021年","事業所","22086"
"701-2021","事業所数","I2","小売業計","12202","銚子市","2021000000","2021年","事業所","637"
"701-2021","事業所数","I2","小売業計","12203","市川市","2021000000","2021年","事業所","1505"
"701-2021","事業所数","I2","小売業計","12204","船橋市","2021000000","2021年","事業所","2175"
"701-2021","事業所数","I2","小売業計","12205","館山市","2021000000","2021年","事業所","440"
"701-2021","事業所数","I2","小売業計","12206","木更津市","2021000000","2021年","事業所","912"
"701-2021","事業所数","I2","小売業計","12207","松戸市","2021000000","2021年","事業所","1779"
"701-2021","事業所数","I2","小売業計","12208","野田市","2021000000","2021年","事業所","643"
"701-2021","事業所数","I2","小売業計","12210","茂原市","2021000000","2021年","事業所","581"
"701-2021","事業所数","I2","小売業計","12211","成田市","2021000000","2021年","事業所","882"
"701-2021","事業所数","I2","小売業計","12212","佐倉市","2021000000","2021年","事業所","674"
"701-2021","事業所数","I2","小売業計","12213","東金市","2021000000","2021年","事業所","346"
"701-2021","事業所数","I2","小売業計","12215","旭市","2021000000","2021年","事業所","525"
"701-2021","事業所数","I2","小売業計","12216","習志野市","2021000000","2021年","事業所","565"
"701-2021","事業所数","I2","小売業計","12217","柏市","2021000000","2021年","事業所","1718"
"701-2021","事業所数","I2","小売業計","12218","勝浦市","2021000000","2021年","事業所","168"
"701-2021","事業所数","I2","小売業計","12219","市原市","2021000000","2021年","事業所","1217"
"701-2021","事業所数","I2","小売業計","12220","流山市","2021000000","2021年","事業所","634"
"701-2021","事業所数","I2","小売業計","12221","八千代市","2021000000","2021年","事業所","703"
"701-2021","事業所数","I2","小売業計","12222","我孫子市","2021000000","2021年","事業所","436"
"701-2021","事業所数","I2","小売業計","12223","鴨川市","2021000000","2021年","事業所","309"
"701-2021","事業所数","I2","小売業計","12224","鎌ケ谷市","2021000000","2021年","事業所","366"
"701-2021","事業所数","I2","小売業計","12225","君津市","2021000000","2021年","事業所","429"
"701-2021","事業所数","I2","小売業計","12226","富津市","2021000000","2021年","事業所","261"
"701-2021","事業所数","I2","小売業計","12227","浦安市","2021000000","2021年","事業所","549"
"701-2021","事業所数","I2","小売業計","12228","四街道市","2021000000","2021年","事業所","345"
"701-2021","事業所数","I2","小売業計","12229","袖ケ浦市","2021000000","2021年","事業所","238"
"701-2021","事業所数","I2","小売業計","12230","八街市","2021000000","2021年","事業所","332"
"701-2021","事業所数","I2","小売業計","12231","印西市","2021000000","2021年","事業所","414"
"701-2021","事業所数","I2","小売業計","12232","白井市","2021000000","2021年","事業所","193"
"701-2021","事業所数","I2","小売業計","12233","富里市","2021000000","2021年","事業所","205"
"701-2021","事業所数","I2","小売業計","12234","南房総市","2021000000","2021年","事業所","318"
"701-2021","事業所数","I2","小売業計","12235","匝瑳市","2021000000","2021年","事業所","268"
"701-2021","事業所数","I2","小売業計","12236","香取市","2021000000","2021年","事業所","614"
"701-2021","事業所数","I2","小売業計","12237","山武市","2021000000","2021年","事業所","246"
"701-2021","事業所数","I2","小売業計","12238","いすみ市","2021000000","2021年","事業所","271"
"701-2021","事業所数","I2","小売業計","12239","大網白里市","2021000000","2021年","事業所","188"
