"cat01_code","確報・集計項目","cat02_code","産業分類","area_code","区市郡","unit","value"
"020020000","従業者数　(人)","2","小売業計","01227","歌志内市","","196"
"020020000","従業者数　(人)","2","小売業計","01228","深川市","","1644"
"020020000","従業者数　(人)","2","小売業計","01229","富良野市","","1594"
"020020000","従業者数　(人)","2","小売業計","01230","登別市","","2700"
"020020000","従業者数　(人)","2","小売業計","01231","恵庭市","","3282"
"020020000","従業者数　(人)","2","小売業計","01233","伊達市","","2434"
"020020000","従業者数　(人)","2","小売業計","01234","北広島市","","2952"
"020020000","従業者数　(人)","2","小売業計","01235","石狩市","","3001"
"020020000","従業者数　(人)","2","小売業計","01236","北斗市","","2768"
"020020000","従業者数　(人)","2","小売業計","02000","青森県","","88330"
"020020000","従業者数　(人)","2","小売業計","02201","青森市","","20531"
"020020000","従業者数　(人)","2","小売業計","02202","弘前市","","13360"
"020020000","従業者数　(人)","2","小売業計","02203","八戸市","","16447"
"020020000","従業者数　(人)","2","小売業計","02204","黒石市","","2317"
"020020000","従業者数　(人)","2","小売業計","02205","五所川原市","","4581"
"020020000","従業者数　(人)","2","小売業計","02206","十和田市","","4698"
"020020000","従業者数　(人)","2","小売業計","02207","三沢市","","2439"
"020020000","従業者数　(人)","2","小売業計","02208","むつ市","","4079"
"020020000","従業者数　(人)","2","小売業計","02209","つがる市","","2482"
"020020000","従業者数　(人)","2","小売業計","02210","平川市","","1478"
"020020000","従業者数　(人)","2","小売業計","03000","岩手県","","82746"
"020020000","従業者数　(人)","2","小売業計","03201","盛岡市","","21713"
"020020000","従業者数　(人)","2","小売業計","03202","宮古市","","3897"
"020020000","従業者数　(人)","2","小売業計","03203","大船渡市","","2934"
"020020000","従業者数　(人)","2","小売業計","03205","花巻市","","6088"
"020020000","従業者数　(人)","2","小売業計","03206","北上市","","5823"
"020020000","従業者数　(人)","2","小売業計","03207","久慈市","","2578"
"020020000","従業者数　(人)","2","小売業計","03208","遠野市","","1691"
"020020000","従業者数　(人)","2","小売業計","03209","一関市","","7414"
"020020000","従業者数　(人)","2","小売業計","03210","陸前高田市","","1351"
"020020000","従業者数　(人)","2","小売業計","03211","釜石市","","2538"
"020020000","従業者数　(人)","2","小売業計","03213","二戸市","","2086"
"020020000","従業者数　(人)","2","小売業計","03214","八幡平市","","1718"
"020020000","従業者数　(人)","2","小売業計","03215","奥州市","","7984"
"020020000","従業者数　(人)","2","小売業計","04000","宮城県","","155875"
"020020000","従業者数　(人)","2","小売業計","04100","仙台市","","71362"
"020020000","従業者数　(人)","2","小売業計","04101","青葉区","","26244"
"020020000","従業者数　(人)","2","小売業計","04102","宮城野区","","11830"
"020020000","従業者数　(人)","2","小売業計","04103","若林区","","7285"
"020020000","従業者数　(人)","2","小売業計","04104","太白区","","11500"
"020020000","従業者数　(人)","2","小売業計","04105","泉区","","14503"
"020020000","従業者数　(人)","2","小売業計","04202","石巻市","","12170"
"020020000","従業者数　(人)","2","小売業計","04203","塩竈市","","3524"
"020020000","従業者数　(人)","2","小売業計","04205","気仙沼市","","4758"
"020020000","従業者数　(人)","2","小売業計","04206","白石市","","2147"
"020020000","従業者数　(人)","2","小売業計","04207","名取市","","6306"
"020020000","従業者数　(人)","2","小売業計","04208","角田市","","1814"
"020020000","従業者数　(人)","2","小売業計","04209","多賀城市","","4425"
"020020000","従業者数　(人)","2","小売業計","04211","岩沼市","","2592"
"020020000","従業者数　(人)","2","小売業計","04212","登米市","","5694"
"020020000","従業者数　(人)","2","小売業計","04213","栗原市","","4597"
"020020000","従業者数　(人)","2","小売業計","04214","東松島市","","1983"
"020020000","従業者数　(人)","2","小売業計","04215","大崎市","","9539"
"020020000","従業者数　(人)","2","小売業計","05000","秋田県","","72091"
"020020000","従業者数　(人)","2","小売業計","05201","秋田市","","22010"
"020020000","従業者数　(人)","2","小売業計","05202","能代市","","4545"
"020020000","従業者数　(人)","2","小売業計","05203","横手市","","7082"
"020020000","従業者数　(人)","2","小売業計","05204","大館市","","5401"
"020020000","従業者数　(人)","2","小売業計","05206","男鹿市","","2236"
"020020000","従業者数　(人)","2","小売業計","05207","湯沢市","","3771"
"020020000","従業者数　(人)","2","小売業計","05209","鹿角市","","2288"
"020020000","従業者数　(人)","2","小売業計","05210","由利本荘市","","5458"
"020020000","従業者数　(人)","2","小売業計","05211","潟上市","","1492"
"020020000","従業者数　(人)","2","小売業計","05212","大仙市","","6613"
"020020000","従業者数　(人)","2","小売業計","05213","北秋田市","","2153"
"020020000","従業者数　(人)","2","小売業計","05214","にかほ市","","1566"
"020020000","従業者数　(人)","2","小売業計","05215","仙北市","","1981"
"020020000","従業者数　(人)","2","小売業計","06000","山形県","","74401"
"020020000","従業者数　(人)","2","小売業計","06201","山形市","","18377"
"020020000","従業者数　(人)","2","小売業計","06202","米沢市","","6452"
"020020000","従業者数　(人)","2","小売業計","06203","鶴岡市","","8745"
"020020000","従業者数　(人)","2","小売業計","06204","酒田市","","7217"
"020020000","従業者数　(人)","2","小売業計","06205","新庄市","","3392"
"020020000","従業者数　(人)","2","小売業計","06206","寒河江市","","2889"
"020020000","従業者数　(人)","2","小売業計","06207","上山市","","1611"
"020020000","従業者数　(人)","2","小売業計","06208","村山市","","1221"
"020020000","従業者数　(人)","2","小売業計","06209","長井市","","2110"
"020020000","従業者数　(人)","2","小売業計","06210","天童市","","3850"
"020020000","従業者数　(人)","2","小売業計","06211","東根市","","2939"
"020020000","従業者数　(人)","2","小売業計","06212","尾花沢市","","1245"
"020020000","従業者数　(人)","2","小売業計","06213","南陽市","","2443"
"020020000","従業者数　(人)","2","小売業計","07000","福島県","","125606"
"020020000","従業者数　(人)","2","小売業計","07201","福島市","","18767"
"020020000","従業者数　(人)","2","小売業計","07202","会津若松市","","9608"
"020020000","従業者数　(人)","2","小売業計","07203","郡山市","","22021"
"020020000","従業者数　(人)","2","小売業計","07204","いわき市","","21220"
"020020000","従業者数　(人)","2","小売業計","07205","白河市","","4045"
"020020000","従業者数　(人)","2","小売業計","07207","須賀川市","","4582"
"020020000","従業者数　(人)","2","小売業計","07208","喜多方市","","3160"
"020020000","従業者数　(人)","2","小売業計","07209","相馬市","","2724"
"020020000","従業者数　(人)","2","小売業計","07210","二本松市","","3328"
"020020000","従業者数　(人)","2","小売業計","07211","田村市","","2314"
"020020000","従業者数　(人)","2","小売業計","07212","南相馬市","","4337"
"020020000","従業者数　(人)","2","小売業計","07213","伊達市","","3610"
"020020000","従業者数　(人)","2","小売業計","07214","本宮市","","1807"
"020020000","従業者数　(人)","2","小売業計","08000","茨城県","","166200"
"020020000","従業者数　(人)","2","小売業計","08201","水戸市","","19522"
"020020000","従業者数　(人)","2","小売業計","08202","日立市","","10521"
"020020000","従業者数　(人)","2","小売業計","08203","土浦市","","9378"
"020020000","従業者数　(人)","2","小売業計","08204","古河市","","8572"
"020020000","従業者数　(人)","2","小売業計","08205","石岡市","","4438"
"020020000","従業者数　(人)","2","小売業計","08207","結城市","","3180"
"020020000","従業者数　(人)","2","小売業計","08208","龍ケ崎市","","5029"
"020020000","従業者数　(人)","2","小売業計","08210","下妻市","","3111"
"020020000","従業者数　(人)","2","小売業計","08211","常総市","","3635"
"020020000","従業者数　(人)","2","小売業計","08212","常陸太田市","","2581"
"020020000","従業者数　(人)","2","小売業計","08214","高萩市","","2236"
"020020000","従業者数　(人)","2","小売業計","08215","北茨城市","","2478"
"020020000","従業者数　(人)","2","小売業計","08216","笠間市","","4688"
"020020000","従業者数　(人)","2","小売業計","08217","取手市","","5349"
"020020000","従業者数　(人)","2","小売業計","08219","牛久市","","4464"
"020020000","従業者数　(人)","2","小売業計","08220","つくば市","","10435"
"020020000","従業者数　(人)","2","小売業計","08221","ひたちなか市","","9354"
"020020000","従業者数　(人)","2","小売業計","08222","鹿嶋市","","3552"
"020020000","従業者数　(人)","2","小売業計","08223","潮来市","","1810"
"020020000","従業者数　(人)","2","小売業計","08224","守谷市","","3436"
"020020000","従業者数　(人)","2","小売業計","08225","常陸大宮市","","3163"
"020020000","従業者数　(人)","2","小売業計","08226","那珂市","","2843"
"020020000","従業者数　(人)","2","小売業計","08227","筑西市","","5612"
"020020000","従業者数　(人)","2","小売業計","08228","坂東市","","2684"
"020020000","従業者数　(人)","2","小売業計","08229","稲敷市","","2629"
"020020000","従業者数　(人)","2","小売業計","08230","かすみがうら市","","1725"
"020020000","従業者数　(人)","2","小売業計","08231","桜川市","","1998"
"020020000","従業者数　(人)","2","小売業計","08232","神栖市","","5498"
"020020000","従業者数　(人)","2","小売業計","08233","行方市","","1677"
"020020000","従業者数　(人)","2","小売業計","08234","鉾田市","","2488"
"020020000","従業者数　(人)","2","小売業計","08235","つくばみらい市","","1765"
"020020000","従業者数　(人)","2","小売業計","08236","小美玉市","","2402"
"020020000","従業者数　(人)","2","小売業計","09000","栃木県","","119457"
"020020000","従業者数　(人)","2","小売業計","09201","宇都宮市","","32656"
"020020000","従業者数　(人)","2","小売業計","09202","足利市","","9845"
"020020000","従業者数　(人)","2","小売業計","09203","栃木市","","5661"
"020020000","従業者数　(人)","2","小売業計","09204","佐野市","","8842"
"020020000","従業者数　(人)","2","小売業計","09205","鹿沼市","","5264"
"020020000","従業者数　(人)","2","小売業計","09206","日光市","","5916"
"020020000","従業者数　(人)","2","小売業計","09208","小山市","","10043"
"020020000","従業者数　(人)","2","小売業計","09209","真岡市","","4605"
"020020000","従業者数　(人)","2","小売業計","09210","大田原市","","4981"
"020020000","従業者数　(人)","2","小売業計","09211","矢板市","","2052"
"020020000","従業者数　(人)","2","小売業計","09213","那須塩原市","","7136"
"020020000","従業者数　(人)","2","小売業計","09214","さくら市","","2558"
"020020000","従業者数　(人)","2","小売業計","09215","那須烏山市","","1481"
"020020000","従業者数　(人)","2","小売業計","09216","下野市","","2681"
"020020000","従業者数　(人)","2","小売業計","10000","群馬県","","123501"
"020020000","従業者数　(人)","2","小売業計","10201","前橋市","","20811"
"020020000","従業者数　(人)","2","小売業計","10202","高崎市","","22785"
"020020000","従業者数　(人)","2","小売業計","10203","桐生市","","7426"
"020020000","従業者数　(人)","2","小売業計","10204","伊勢崎市","","12849"
"020020000","従業者数　(人)","2","小売業計","10205","太田市","","13162"
"020020000","従業者数　(人)","2","小売業計","10206","沼田市","","3977"
"020020000","従業者数　(人)","2","小売業計","10207","館林市","","5638"
"020020000","従業者数　(人)","2","小売業計","10208","渋川市","","5456"
"020020000","従業者数　(人)","2","小売業計","10209","藤岡市","","3884"
"020020000","従業者数　(人)","2","小売業計","10210","富岡市","","3068"
"020020000","従業者数　(人)","2","小売業計","10211","安中市","","3165"
"020020000","従業者数　(人)","2","小売業計","10212","みどり市","","3482"
"020020000","従業者数　(人)","2","小売業計","11000","埼玉県","","357223"
"020020000","従業者数　(人)","2","小売業計","11100","さいたま市","","65076"
"020020000","従業者数　(人)","2","小売業計","11101","西区","","3319"
"020020000","従業者数　(人)","2","小売業計","11102","北区","","7748"
"020020000","従業者数　(人)","2","小売業計","11103","大宮区","","12963"
"020020000","従業者数　(人)","2","小売業計","11104","見沼区","","6337"
"020020000","従業者数　(人)","2","小売業計","11105","中央区","","5288"
"020020000","従業者数　(人)","2","小売業計","11106","桜区","","3502"
"020020000","従業者数　(人)","2","小売業計","11107","浦和区","","8136"
"020020000","従業者数　(人)","2","小売業計","11108","南区","","5976"
"020020000","従業者数　(人)","2","小売業計","11109","緑区","","5888"
"020020000","従業者数　(人)","2","小売業計","11110","岩槻区","","5919"
"020020000","従業者数　(人)","2","小売業計","11201","川越市","","17148"
"020020000","従業者数　(人)","2","小売業計","11202","熊谷市","","12197"
"020020000","従業者数　(人)","2","小売業計","11203","川口市","","23493"
"020020000","従業者数　(人)","2","小売業計","11206","行田市","","4635"
"020020000","従業者数　(人)","2","小売業計","11207","秩父市","","4950"
"020020000","従業者数　(人)","2","小売業計","11208","所沢市","","15863"
"020020000","従業者数　(人)","2","小売業計","11209","飯能市","","4301"
"020020000","従業者数　(人)","2","小売業計","11210","加須市","","3860"
"020020000","従業者数　(人)","2","小売業計","11211","本庄市","","5218"
"020020000","従業者数　(人)","2","小売業計","11212","東松山市","","5788"
"020020000","従業者数　(人)","2","小売業計","11214","春日部市","","11465"
"020020000","従業者数　(人)","2","小売業計","11215","狭山市","","7418"
"020020000","従業者数　(人)","2","小売業計","11216","羽生市","","2705"
"020020000","従業者数　(人)","2","小売業計","11217","鴻巣市","","5488"
"020020000","従業者数　(人)","2","小売業計","11218","深谷市","","8172"
"020020000","従業者数　(人)","2","小売業計","11219","上尾市","","10417"
"020020000","従業者数　(人)","2","小売業計","11221","草加市","","11512"
"020020000","従業者数　(人)","2","小売業計","11222","越谷市","","16165"
"020020000","従業者数　(人)","2","小売業計","11223","蕨市","","4449"
"020020000","従業者数　(人)","2","小売業計","11224","戸田市","","6573"
"020020000","従業者数　(人)","2","小売業計","11225","入間市","","8121"
"020020000","従業者数　(人)","2","小売業計","11226","鳩ケ谷市","","2231"
"020020000","従業者数　(人)","2","小売業計","11227","朝霞市","","5068"
"020020000","従業者数　(人)","2","小売業計","11228","志木市","","3105"
"020020000","従業者数　(人)","2","小売業計","11229","和光市","","2635"
"020020000","従業者数　(人)","2","小売業計","11230","新座市","","6652"
"020020000","従業者数　(人)","2","小売業計","11231","桶川市","","3548"
"020020000","従業者数　(人)","2","小売業計","11232","久喜市","","4594"
"020020000","従業者数　(人)","2","小売業計","11233","北本市","","3899"
"020020000","従業者数　(人)","2","小売業計","11234","八潮市","","3588"
"020020000","従業者数　(人)","2","小売業計","11235","富士見市","","3878"
"020020000","従業者数　(人)","2","小売業計","11237","三郷市","","6110"
"020020000","従業者数　(人)","2","小売業計","11238","蓮田市","","2911"
"020020000","従業者数　(人)","2","小売業計","11239","坂戸市","","4886"
"020020000","従業者数　(人)","2","小売業計","11240","幸手市","","3271"
"020020000","従業者数　(人)","2","小売業計","11241","鶴ヶ島市","","4990"
"020020000","従業者数　(人)","2","小売業計","11242","日高市","","2790"
"020020000","従業者数　(人)","2","小売業計","11243","吉川市","","2556"
"020020000","従業者数　(人)","2","小売業計","11245","ふじみ野市","","6043"
"020020000","従業者数　(人)","2","小売業計","12000","千葉県","","330640"
"020020000","従業者数　(人)","2","小売業計","12100","千葉市","","55834"
"020020000","従業者数　(人)","2","小売業計","12101","中央区","","16621"
"020020000","従業者数　(人)","2","小売業計","12102","花見川区","","7109"
"020020000","従業者数　(人)","2","小売業計","12103","稲毛区","","8264"
"020020000","従業者数　(人)","2","小売業計","12104","若葉区","","6300"
"020020000","従業者数　(人)","2","小売業計","12105","緑区","","5730"
"020020000","従業者数　(人)","2","小売業計","12106","美浜区","","11810"
"020020000","従業者数　(人)","2","小売業計","12202","銚子市","","5076"
"020020000","従業者数　(人)","2","小売業計","12203","市川市","","20262"
"020020000","従業者数　(人)","2","小売業計","12204","船橋市","","29517"
"020020000","従業者数　(人)","2","小売業計","12205","館山市","","4150"
"020020000","従業者数　(人)","2","小売業計","12206","木更津市","","7140"
"020020000","従業者数　(人)","2","小売業計","12207","松戸市","","22521"
"020020000","従業者数　(人)","2","小売業計","12208","野田市","","7586"
"020020000","従業者数　(人)","2","小売業計","12210","茂原市","","6531"
"020020000","従業者数　(人)","2","小売業計","12211","成田市","","10659"
"020020000","従業者数　(人)","2","小売業計","12212","佐倉市","","7942"
"020020000","従業者数　(人)","2","小売業計","12213","東金市","","4170"
"020020000","従業者数　(人)","2","小売業計","12215","旭市","","4538"
"020020000","従業者数　(人)","2","小売業計","12216","習志野市","","8992"
"020020000","従業者数　(人)","2","小売業計","12217","柏市","","22616"
"020020000","従業者数　(人)","2","小売業計","12218","勝浦市","","1135"
"020020000","従業者数　(人)","2","小売業計","12219","市原市","","14764"
"020020000","従業者数　(人)","2","小売業計","12220","流山市","","7001"
"020020000","従業者数　(人)","2","小売業計","12221","八千代市","","9762"
"020020000","従業者数　(人)","2","小売業計","12222","我孫子市","","5517"
"020020000","従業者数　(人)","2","小売業計","12223","鴨川市","","2985"
"020020000","従業者数　(人)","2","小売業計","12224","鎌ケ谷市","","4880"
"020020000","従業者数　(人)","2","小売業計","12225","君津市","","4969"
"020020000","従業者数　(人)","2","小売業計","12226","富津市","","2755"
"020020000","従業者数　(人)","2","小売業計","12227","浦安市","","8743"
"020020000","従業者数　(人)","2","小売業計","12228","四街道市","","4219"
"020020000","従業者数　(人)","2","小売業計","12229","袖ケ浦市","","2598"
"020020000","従業者数　(人)","2","小売業計","12230","八街市","","3995"
"020020000","従業者数　(人)","2","小売業計","12231","印西市","","4802"
"020020000","従業者数　(人)","2","小売業計","12232","白井市","","2869"
"020020000","従業者数　(人)","2","小売業計","12233","富里市","","2863"
"020020000","従業者数　(人)","2","小売業計","12234","南房総市","","2221"
"020020000","従業者数　(人)","2","小売業計","12235","匝瑳市","","2715"
"020020000","従業者数　(人)","2","小売業計","12236","香取市","","5421"
"020020000","従業者数　(人)","2","小売業計","12237","山武市","","2482"
"020020000","従業者数　(人)","2","小売業計","12238","いすみ市","","2288"
"020020000","従業者数　(人)","2","小売業計","13000","東京都","","778118"
"020020000","従業者数　(人)","2","小売業計","13100","特別区部","","561786"
"020020000","従業者数　(人)","2","小売業計","13101","千代田区","","25785"
"020020000","従業者数　(人)","2","小売業計","13102","中央区","","31188"
"020020000","従業者数　(人)","2","小売業計","13103","港区","","30957"
"020020000","従業者数　(人)","2","小売業計","13104","新宿区","","37476"
"020020000","従業者数　(人)","2","小売業計","13105","文京区","","11551"
"020020000","従業者数　(人)","2","小売業計","13106","台東区","","22139"
"020020000","従業者数　(人)","2","小売業計","13107","墨田区","","14516"
"020020000","従業者数　(人)","2","小売業計","13108","江東区","","25265"
"020020000","従業者数　(人)","2","小売業計","13109","品川区","","20094"
"020020000","従業者数　(人)","2","小売業計","13110","目黒区","","15438"
"020020000","従業者数　(人)","2","小売業計","13111","大田区","","31971"
"020020000","従業者数　(人)","2","小売業計","13112","世田谷区","","38062"
"020020000","従業者数　(人)","2","小売業計","13113","渋谷区","","36555"
"020020000","従業者数　(人)","2","小売業計","13114","中野区","","13777"
"020020000","従業者数　(人)","2","小売業計","13115","杉並区","","23888"
"020020000","従業者数　(人)","2","小売業計","13116","豊島区","","25572"
"020020000","従業者数　(人)","2","小売業計","13117","北区","","15973"
"020020000","従業者数　(人)","2","小売業計","13118","荒川区","","9353"
"020020000","従業者数　(人)","2","小売業計","13119","板橋区","","23607"
"020020000","従業者数　(人)","2","小売業計","13120","練馬区","","27244"
"020020000","従業者数　(人)","2","小売業計","13121","足立区","","31907"
"020020000","従業者数　(人)","2","小売業計","13122","葛飾区","","21472"
"020020000","従業者数　(人)","2","小売業計","13123","江戸川区","","27050"
"020020000","従業者数　(人)","2","小売業計","13201","八王子市","","30556"
"020020000","従業者数　(人)","2","小売業計","13202","立川市","","13012"
"020020000","従業者数　(人)","2","小売業計","13203","武蔵野市","","14172"
"020020000","従業者数　(人)","2","小売業計","13204","三鷹市","","6760"
"020020000","従業者数　(人)","2","小売業計","13205","青梅市","","7012"
"020020000","従業者数　(人)","2","小売業計","13206","府中市","","11638"
"020020000","従業者数　(人)","2","小売業計","13207","昭島市","","7295"
"020020000","従業者数　(人)","2","小売業計","13208","調布市","","11951"
"020020000","従業者数　(人)","2","小売業計","13209","町田市","","23626"
"020020000","従業者数　(人)","2","小売業計","13210","小金井市","","4540"
"020020000","従業者数　(人)","2","小売業計","13211","小平市","","7654"
"020020000","従業者数　(人)","2","小売業計","13212","日野市","","6332"
"020020000","従業者数　(人)","2","小売業計","13213","東村山市","","5955"
"020020000","従業者数　(人)","2","小売業計","13214","国分寺市","","5273"
"020020000","従業者数　(人)","2","小売業計","13215","国立市","","4048"
"020020000","従業者数　(人)","2","小売業計","13218","福生市","","3208"
"020020000","従業者数　(人)","2","小売業計","13219","狛江市","","2607"
"020020000","従業者数　(人)","2","小売業計","13220","東大和市","","4723"
"020020000","従業者数　(人)","2","小売業計","13221","清瀬市","","2664"
"020020000","従業者数　(人)","2","小売業計","13222","東久留米市","","5059"
"020020000","従業者数　(人)","2","小売業計","13223","武蔵村山市","","4990"
"020020000","従業者数　(人)","2","小売業計","13224","多摩市","","8856"
"020020000","従業者数　(人)","2","小売業計","13225","稲城市","","3409"
"020020000","従業者数　(人)","2","小売業計","13227","羽村市","","3178"
"020020000","従業者数　(人)","2","小売業計","13228","あきる野市","","4068"
"020020000","従業者数　(人)","2","小売業計","13229","西東京市","","8449"
"020020000","従業者数　(人)","2","小売業計","14000","神奈川県","","464156"
"020020000","従業者数　(人)","2","小売業計","14100","横浜市","","182313"
"020020000","従業者数　(人)","2","小売業計","14101","鶴見区","","11195"
"020020000","従業者数　(人)","2","小売業計","14102","神奈川区","","10314"
"020020000","従業者数　(人)","2","小売業計","14103","西区","","17536"
"020020000","従業者数　(人)","2","小売業計","14104","中区","","14821"
"020020000","従業者数　(人)","2","小売業計","14105","南区","","7614"
"020020000","従業者数　(人)","2","小売業計","14106","保土ケ谷区","","7610"
"020020000","従業者数　(人)","2","小売業計","14107","磯子区","","6374"
"020020000","従業者数　(人)","2","小売業計","14108","金沢区","","10317"
"020020000","従業者数　(人)","2","小売業計","14109","港北区","","14278"
"020020000","従業者数　(人)","2","小売業計","14110","戸塚区","","11814"
"020020000","従業者数　(人)","2","小売業計","14111","港南区","","12441"
"020020000","従業者数　(人)","2","小売業計","14112","旭区","","9601"
"020020000","従業者数　(人)","2","小売業計","14113","緑区","","7440"
"020020000","従業者数　(人)","2","小売業計","14114","瀬谷区","","5456"
"020020000","従業者数　(人)","2","小売業計","14115","栄区","","3688"
"020020000","従業者数　(人)","2","小売業計","14116","泉区","","6362"
"020020000","従業者数　(人)","2","小売業計","14117","青葉区","","12768"
"020020000","従業者数　(人)","2","小売業計","14118","都筑区","","12684"
"020020000","従業者数　(人)","2","小売業計","14130","川崎市","","63117"
"020020000","従業者数　(人)","2","小売業計","14131","川崎区","","14800"
"020020000","従業者数　(人)","2","小売業計","14132","幸区","","8275"
"020020000","従業者数　(人)","2","小売業計","14133","中原区","","9913"
"020020000","従業者数　(人)","2","小売業計","14134","高津区","","8214"
"020020000","従業者数　(人)","2","小売業計","14135","多摩区","","8354"
"020020000","従業者数　(人)","2","小売業計","14136","宮前区","","7003"
"020020000","従業者数　(人)","2","小売業計","14137","麻生区","","6558"
"020020000","従業者数　(人)","2","小売業計","14201","横須賀市","","23992"
"020020000","従業者数　(人)","2","小売業計","14203","平塚市","","15872"
"020020000","従業者数　(人)","2","小売業計","14204","鎌倉市","","11729"
"020020000","従業者数　(人)","2","小売業計","14205","藤沢市","","23696"
"020020000","従業者数　(人)","2","小売業計","14206","小田原市","","14420"
"020020000","従業者数　(人)","2","小売業計","14207","茅ヶ崎市","","10805"
"020020000","従業者数　(人)","2","小売業計","14208","逗子市","","2874"
"020020000","従業者数　(人)","2","小売業計","14209","相模原市","","36616"
"020020000","従業者数　(人)","2","小売業計","14210","三浦市","","2801"
"020020000","従業者数　(人)","2","小売業計","14211","秦野市","","8780"
"020020000","従業者数　(人)","2","小売業計","14212","厚木市","","13822"
"020020000","従業者数　(人)","2","小売業計","14213","大和市","","13535"
"020020000","従業者数　(人)","2","小売業計","14214","伊勢原市","","5717"
"020020000","従業者数　(人)","2","小売業計","14215","海老名市","","7277"
"020020000","従業者数　(人)","2","小売業計","14216","座間市","","5106"
"020020000","従業者数　(人)","2","小売業計","14217","南足柄市","","1857"
"020020000","従業者数　(人)","2","小売業計","14218","綾瀬市","","3950"
"020020000","従業者数　(人)","2","小売業計","15000","新潟県","","148673"
"020020000","従業者数　(人)","2","小売業計","15100","新潟市","","52095"
"020020000","従業者数　(人)","2","小売業計","15101","北区","","3468"
"020020000","従業者数　(人)","2","小売業計","15102","東区","","7882"
"020020000","従業者数　(人)","2","小売業計","15103","中央区","","17807"
"020020000","従業者数　(人)","2","小売業計","15104","江南区","","4025"
"020020000","従業者数　(人)","2","小売業計","15105","秋葉区","","3876"
"020020000","従業者数　(人)","2","小売業計","15106","南区","","2640"
"020020000","従業者数　(人)","2","小売業計","15107","西区","","9352"
"020020000","従業者数　(人)","2","小売業計","15108","西蒲区","","3045"
"020020000","従業者数　(人)","2","小売業計","15202","長岡市","","17503"
"020020000","従業者数　(人)","2","小売業計","15204","三条市","","6258"
"020020000","従業者数　(人)","2","小売業計","15205","柏崎市","","5378"
"020020000","従業者数　(人)","2","小売業計","15206","新発田市","","6745"
"020020000","従業者数　(人)","2","小売業計","15208","小千谷市","","2507"
"020020000","従業者数　(人)","2","小売業計","15209","加茂市","","1783"
"020020000","従業者数　(人)","2","小売業計","15210","十日町市","","3631"
"020020000","従業者数　(人)","2","小売業計","15211","見附市","","2375"
"020020000","従業者数　(人)","2","小売業計","15212","村上市","","2744"
"020020000","従業者数　(人)","2","小売業計","15213","燕市","","5712"
"020020000","従業者数　(人)","2","小売業計","15216","糸魚川市","","2932"
"020020000","従業者数　(人)","2","小売業計","15217","妙高市","","2147"
"020020000","従業者数　(人)","2","小売業計","15218","五泉市","","2977"
"020020000","従業者数　(人)","2","小売業計","15222","上越市","","13153"
"020020000","従業者数　(人)","2","小売業計","15223","阿賀野市","","2500"
"020020000","従業者数　(人)","2","小売業計","15224","佐渡市","","4101"
"020020000","従業者数　(人)","2","小売業計","15225","魚沼市","","2218"
"020020000","従業者数　(人)","2","小売業計","15226","南魚沼市","","3629"
"020020000","従業者数　(人)","2","小売業計","15227","胎内市","","1732"
"020020000","従業者数　(人)","2","小売業計","16000","富山県","","69253"
"020020000","従業者数　(人)","2","小売業計","16201","富山市","","27344"
"020020000","従業者数　(人)","2","小売業計","16202","高岡市","","12924"
"020020000","従業者数　(人)","2","小売業計","16204","魚津市","","3449"
"020020000","従業者数　(人)","2","小売業計","16205","氷見市","","2790"
"020020000","従業者数　(人)","2","小売業計","16206","滑川市","","2037"
"020020000","従業者数　(人)","2","小売業計","16207","黒部市","","2572"
"020020000","従業者数　(人)","2","小売業計","16208","砺波市","","3576"
"020020000","従業者数　(人)","2","小売業計","16209","小矢部市","","1686"
"020020000","従業者数　(人)","2","小売業計","16210","南砺市","","3147"
"020020000","従業者数　(人)","2","小売業計","16211","射水市","","5308"
"020020000","従業者数　(人)","2","小売業計","17000","石川県","","73503"
"020020000","従業者数　(人)","2","小売業計","17201","金沢市","","30840"
"020020000","従業者数　(人)","2","小売業計","17202","七尾市","","4022"
"020020000","従業者数　(人)","2","小売業計","17203","小松市","","6640"
"020020000","従業者数　(人)","2","小売業計","17204","輪島市","","2037"
"020020000","従業者数　(人)","2","小売業計","17205","珠洲市","","1197"
"020020000","従業者数　(人)","2","小売業計","17206","加賀市","","4622"
"020020000","従業者数　(人)","2","小売業計","17207","羽咋市","","1600"
"020020000","従業者数　(人)","2","小売業計","17209","かほく市","","1536"
"020020000","従業者数　(人)","2","小売業計","17210","白山市","","6337"
"020020000","従業者数　(人)","2","小売業計","17211","能美市","","2109"
"020020000","従業者数　(人)","2","小売業計","18000","福井県","","51937"
"020020000","従業者数　(人)","2","小売業計","18201","福井市","","20079"
"020020000","従業者数　(人)","2","小売業計","18202","敦賀市","","4604"
"020020000","従業者数　(人)","2","小売業計","18204","小浜市","","2207"
"020020000","従業者数　(人)","2","小売業計","18205","大野市","","2254"
"020020000","従業者数　(人)","2","小売業計","18206","勝山市","","1553"
"020020000","従業者数　(人)","2","小売業計","18207","鯖江市","","4130"
"020020000","従業者数　(人)","2","小売業計","18208","あわら市","","1434"
"020020000","従業者数　(人)","2","小売業計","18209","越前市","","5295"
"020020000","従業者数　(人)","2","小売業計","18210","坂井市","","5157"
"020020000","従業者数　(人)","2","小売業計","19000","山梨県","","51503"
"020020000","従業者数　(人)","2","小売業計","19201","甲府市","","13750"
"020020000","従業者数　(人)","2","小売業計","19202","富士吉田市","","3550"
